Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
    changing room    ,Gray,NA,Yellow,Curtain,No,No,Yes,2,3700,,White,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_3,0_3,1816,5LF7kvq2vx6t9WNvz
ANTIQUE TABLE,Natural,NA,NA,NA,No,No,No,NA,25000,6250,Beige,Beige,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueTableL_Remake_1_0,1_0,3952,ptPHtvKpF2JCkS9Zw
baby chair,Black,NA,Butterfly,Cushion,No,No,Yes,1,1200,,Black,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_2,6_2,3305,wnBYp2TgHjyzR5gRu
  serving cart  ,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrServingcart_Remake_4_0,4_0,1606,uYsKGgbqBwaWR6MKq
  frozen counter  ,Ice blue,Illumination,NA,NA,Yes,Yes,No,7,,7000,Blue,Blue,2x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIceCounter_Remake_1_0,1_0,3505,6zJDA2ZvL6ZnrTZbf
ROCK GUITAR,Cosmo black,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_1,2_1,1644,5Jr4PgxpS55xx7YGW
    ROBOT HERO    ,Red,Coating,NA,NA,Yes,Yes,No,50,,250000,Red,Black,3x3,NA,Crafting,,1.0.0,child's room,facility,None,None,Yes,Toy,Yes,Does not play music,No lighting,Not for sale,FtrHerorobot_Remake_0_0,0_0,1509,Wnpf4ZF76pxaBvSp2
  GARDEN LANTERN  ,Black,NA,NA,NA,No,No,No,NA,1400,350,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampGarden_Remake_0_0,0_0,1628,a72k9pnoE6GwjWro2
  stall  ,White,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_3,5_3,3617,u5pnubPHsptBwsFjG
ROCK GUITAR,Fire red,NA,Rock logo,Sticker area,No,No,Yes,2,,775,Red,Purple,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_3_3,3_3,1644,EBKpLmEL5uLted4Yq
    natural garden chair    ,Shabby,Chair back and seat,NA,NA,Yes,Yes,No,3,,,White,Gray,1x1,NA,Crafting,,1.0.0,garden,None,None,natural,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrGardenChairNatural_Remake_2_0,2_0,2586,qwGZNQWm8gckGAvny
mini fridge,White,NA,NA,NA,No,No,No,NA,1300,325,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigeratorMini_Remake_0_0,0_0,9766,iPfhRrr6WimH7Mfc9
  FROZEN SCULPTURE  ,Ice pink,Illumination,NA,NA,Yes,Yes,No,7,NFS,,Pink,Pink,1.5x1.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceArt_Remake_2_0,2_0,3501,L2AuwyDB45TPrBXA9
  pants press  ,Gray,NA,NA,NA,No,No,No,NA,,475,Gray,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrPantspresser_Remake_2_0,2_0,4023,FNKTAdYE3RHnsqXER
wooden double bed,Cherry wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,NFS,3600,Orange,Green,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_2_3,2_3,7132,GESXoY5XEWyWZYwuA
  deluxe washer  ,Red,NA,NA,NA,No,No,No,NA,76000,19000,Red,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_3_0,3_0,1227,83zCf7bzjyFMqZKup
  rock guitar  ,Coral pink,NA,Rock logo,Sticker area,No,No,Yes,2,3100,775,Pink,Purple,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_1_3,1_3,1644,8oyHAWaDy4AhaqNHP
LARGE CARDBOARD BOXES,NA,NA,NA,NA,Yes,No,No,NA,,,None,None,2x2,NA,Crafting,,1.0.0,garage,None,cardboard,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMovingboxL,NA,3412,D9p23LvpEg9me36Tg
upright locker,Blue,NA,Cute,Sticker area,No,No,Yes,2,,925,Blue,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_4_2,4_2,833,TQyDAZNTXBjbhcAHt
diner dining table,Pink,NA,NA,NA,No,No,No,NA,6400,1600,Gray,Pink,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_4_0,4_0,4142,MAiXZmqTZdmShY88z
  LOFT BED WITH DESK  ,Black,NA,White,Bedding,No,No,Yes,3,7700,1925,Black,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_3_0,3_0,3621,JHqw7CtyCWRK4DhdB
springy ride-on,Brown,NA,NA,NA,No,No,No,NA,,,Beige,Yellow,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_1_0,1_0,4379,DNG4EwcnFAHTA5QaM
ARCADE MAHJONG GAME,NA,NA,NA,NA,No,No,No,NA,64000,16000,White,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,shop,None,None,Yes,Toy,No,Does not play music,Monitor,For sale,FtrArcadegameMahjong,NA,8227,vNB5LbWmPm2uQhdjo
    WOODEN DOUBLE BED    ,Black,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,Black,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_4_2,4_2,7132,4YAdfihpugy9iTEtp
  dj's turntable  ,Pink,NA,Chic logo,Flag,No,No,Yes,4,9300,,Pink,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_3_2,3_2,941,K6rYoGddHcZXf9pcz
  baby chair  ,Green,NA,Train,Cushion,No,No,Yes,1,1200,300,Green,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_3,3_3,3305,5HzSmLCFfoAfQ4ukQ
dj's turntable,Brown,NA,Handwritten logo,Flag,No,No,Yes,4,9300,2325,Orange,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_2_5,2_5,941,bqfo5GNjkEHYcvP4j
  OUTDOOR BENCH  ,Black,NA,Black,Seat,No,No,Yes,1,1300,325,Black,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_1_1,1_1,3947,ZfJmgNtCqvWjenizv
  BUNNY DAY MERRY BALLOONS  ,NA,NA,NA,NA,Yes,No,No,NA,NFS,,Colorful,Colorful,1x1,NA,Crafting,,1.1.0a,fancy,party,Bunny Day,None,No,Easter,No,Does not play music,No lighting,Not for sale,FtrEggBalloonA,NA,12419,w7BD2gryyFNgJDJsx
mama bear,Floral,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,White,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearM_Remake_3_2,3_2,1500,cPAud68JMYv6wyKJ4
    CHANGING ROOM    ,Dark brown,NA,Black,Curtain,No,No,Yes,2,,925,Brown,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_2,3_2,1816,3dFxBfCwKfc6Qf4sk
  ELEPHANT SLIDE  ,Red,NA,NA,NA,No,No,No,NA,,1050,Red,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,child's room,None,None,No,Playground,No,Does not play music,No lighting,For sale,FtrSlideelephant_Remake_2_0,2_0,86,kTaytgZFsrEJDzyc3
    outdoor table    ,Green,NA,White,Table,No,No,Yes,1,2200,550,Green,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_2_0,2_0,3946,3Somfef6hxm7H2PD5
  paper lantern  ,Natural wood,NA,Plain,Paper,No,No,Yes,1,780,195,Beige,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrLampJapan_Remake_0_0,0_0,725,T7uiHBGSvjsSRTjPz
skeleton,NA,NA,NA,NA,No,No,No,NA,3900,,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,horror,None,None,Yes,Hospital,No,Does not play music,No lighting,For sale,FtrSchoolSkeleton,NA,1326,rk32RgmzZxbTCpdN7
    drum set    ,Evergreen,NA,Black with logo,Bass drum head,No,No,Yes,2,5600,1400,Green,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_6_2,6_2,1803,AgSuRHPLTahzhDBGC
  rattan end table  ,Light brown,NA,NA,NA,No,No,No,NA,4300,1075,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,No,Table,No,Does not play music,No lighting,For sale,FtrRattanTableS_Remake_2_0,2_0,4046,ZQ3wphCcFugbdRYCo
    UPRIGHT VACUUM    ,Silver,NA,NA,NA,No,No,No,NA,2500,,Gray,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_0_0,0_0,908,Cx6Ppm7gSQcBhdndk
  antique console table  ,Black,NA,NA,NA,No,No,No,NA,17000,4250,Black,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueConsole_Remake_2_0,2_0,3951,7i4eJMFhi2gzqMEZ8
    rattan stool    ,Black,NA,NA,NA,No,No,No,NA,2900,725,Gray,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrRattanStool_Remake_5_0,5_0,4047,KAKfiLHnw83rKeELb
birthday table,Pink,Variation,NA,NA,No,Yes,No,1,NFS,300,Pink,Colorful,2x2,NA,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Table,No,Does not play music,Candle,Not for sale,FtrBirthdayTable_Remake_1_0,1_0,3593,eYkd9TWLuZ2WCTjES
LOFT BED WITH DESK,Brown,NA,White,Bedding,No,No,Yes,3,7700,1925,Red,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_1_0,1_0,3621,FtSjv7hLWizntxFfq
    POOL    ,Brown,NA,NA,NA,No,No,No,NA,NFS,25000,Orange,Light blue,3x3,5000,Nook Miles Shop,,1.0.0,fitness,expensive,None,None,No,Sports,Yes,Does not play music,No lighting,Not for sale,FtrPool_Remake_1_0,1_0,3596,pECMMjNuXfAuMrc9E
  automatic washer  ,White,NA,NA,NA,No,No,No,NA,4500,1125,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachine_Remake_0_0,0_0,2740,4YqpCyGk4ndhAWjS8
OUTDOOR BATH,Gray,Stone,NA,NA,Yes,Yes,No,6,NFS,,Gray,Gray,3x3,NA,Crafting,,1.0.0,garden,zen-style,None,None,Yes,Bathtub,Yes,Does not play music,Fluorescent,Not for sale,FtrOpenairbath_Remake_0_0,0_0,1111,FcNWGnGtPoubtLGWd
  WOODEN-BLOCK BENCH  ,Pastel,Block color,NA,NA,Yes,Yes,No,2,NFS,840,Light blue,Colorful,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrBlockChairL_Remake_3_0,3_0,1559,Fr94eAoydqXtatb8Q
    REFRIGERATOR    ,Black,NA,Fruits,Sticker area,No,No,Yes,2,,,Black,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_6_3,6_3,2713,eqzno7cPEZeXSZkPC
    barbecue    ,Green,NA,NA,NA,No,No,No,NA,2500,625,Green,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_2_0,2_0,330,WGgHy5RPhRkTdktww
    EFFECTS RACK    ,Orange,NA,Pop logo,Sticker area,No,No,Yes,3,,1700,Yellow,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_2_6,2_6,950,QSeivumun6WPZPSTA
  RATTAN WARDROBE  ,Brown,NA,NA,NA,No,No,No,NA,6900,1725,Brown,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrRattanClosetLR_Remake_0_0,0_0,4049,msDoL8DzxRytjnPTL
  public bench  ,Green,NA,NA,NA,No,No,No,NA,,10000,Green,Green,2x1,2000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrPublicbench_Remake_1_0,1_0,3346,BQ6Mb8t68EqegvYCo
DRUM SET,Evergreen,NA,Smooth white,Bass drum head,No,No,Yes,2,,,Green,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_6_0,6_0,1803,2Mepf3AwxNtbuQpPd
  destinations signpost  ,Marine,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Blue,Light blue,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_4_0,4_0,4309,6pPenvDaQzLmMrqzw
    FOLDING FLOOR LAMP    ,Blue,NA,NA,NA,No,No,No,NA,1900,475,Blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,living room,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampArm_Remake_4_0,4_0,4014,i7kf6PsMey8oZjTpQ
  TALL LANTERN  ,Natural,Stone,NA,NA,Yes,Yes,No,4,NFS,2700,Gray,Gray,1x1,NA,Crafting,,1.0.0,zen-style,None,None,None,Yes,Japanese Style,Yes,Does not play music,Candle,Not for sale,FtrStonelantern_Remake_0_0,0_0,676,A3hCGrsYLuaM3kLWT
beach towel,NA,NA,Yellow,Towel,No,No,Yes,1,,95,Yellow,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachtowel_Remake_0_5,0_5,3468,Wpu4ZevwHsFv6aiL4
    bunk bed    ,Black,NA,Striped,Bedding,No,No,Yes,2,,,Black,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_1,1_1,8298,BXY3LX8CD8NcKeqd7
    iron hanger stand    ,Black,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,,Black,Blue,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_0_0,0_0,3561,o4cw5GjvQjduW6qPe
  PEACH CHAIR  ,Yellow peach,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2600,Yellow,Red,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,peach,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrFruitsChairPeach_Remake_1_0,1_0,4127,HvAtaJfmfnLpgG5Bp
  CONE  ,Green stripes,NA,NA,NA,No,No,No,NA,630,,Green,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrPylon_Remake_5_0,5_0,146,h9YhnWJABFKin2PW8
  simple panel  ,White,NA,Lattice,Panel design,No,No,Yes,1,810,202,White,White,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_2_4,2_4,5338,m2pC3dXToQF5HGHEc
  IRONWOOD BED  ,Oak,NA,Brown,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_2,4_2,3200,9jckHfwd2n4iJ6ELD
  RATTAN ARMCHAIR  ,Reddish brown,NA,NA,NA,No,No,No,NA,,800,Light blue,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrRattanChairS_Remake_1_0,1_0,4053,55FsNZkT62TWG8yRM
iron garden table,Black,Body color,NA,NA,Yes,Yes,No,5,,3750,Black,Black,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_3_0,3_0,1627,6WMSu2MEhSG6epocK
WOODEN TABLE,Green,Paint color,Blue,Tablecloth,Yes,Yes,Yes,4,,1800,Green,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_5_3,5_3,3439,mK4dzSvcHigj4Rfh4
  rattan bed  ,Brown,NA,NA,NA,No,No,No,NA,,1800,White,Brown,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrRattanBedW_Remake_0_0,0_0,4052,cpMzqmFqPZrnakah7
    clothesline pole    ,Blue,NA,Fish,Drying shirt,No,No,Yes,1,1100,,Light blue,Light blue,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_1_2,1_2,1778,QufzYA49JBsMH5ugW
PORTABLE TOILET,Mint,NA,NA,NA,No,No,No,NA,NFS,,Light blue,White,1x1,1000,Nook Miles Shop,,1.0.0,bathroom,facility,None,None,No,Toilet,Yes,Does not play music,No lighting,Not for sale,FtrWCPortable_Remake_0_0,0_0,1234,nZJPp7yj9c4QqNpA7
DIGITAL SCALE,Brown,NA,Wood,Design,No,No,Yes,1,,,Brown,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_4,6_4,3307,dzKFTMPehMyZYgeAk
  stall  ,Black,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_3,6_3,3617,nfMWFWduMxACEbdJf
  WOODEN DOUBLE BED  ,Cherry wood,Paint color,Blue,Bedding,Yes,Yes,Yes,6,NFS,,Orange,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_2_2,2_2,7132,Kip5gkXbMgE6QjAA4
    signpost    ,Forest,Navigation,NA,NA,Yes,Yes,No,1,NFS,,Beige,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrSignpost_Remake_1_0,1_0,3588,nzn26CFXQQf5gftH6
OCEAN SUNFISH MODEL,NA,NA,NA,NA,No,No,No,NA,NFS,,Blue,Black,2x1,NA,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishManbouToy,NA,6984,cCHf8JZN75Jr3iir8
  drum set  ,Evergreen,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,Green,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_6_4,6_4,1803,wcQo5v5qwiMJAeGBk
  CHANGING ROOM  ,Pink,NA,Blue,Curtain,No,No,Yes,2,3700,,Pink,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_7,6_7,1816,3xfiSatMq2oznqATL
    brick oven    ,Red,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,Red,Gray,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_0_0,0_0,1157,usdo8zqCsd72rv2oM
  wooden stool  ,Dark wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_3_0,3_0,3449,YEAR7hKqKt2AMZs4E
